Zip,Month,Sum_Sale,Retail,Diff_Price,Sold,Volume
50058,5,528.35,20.116,6.708,5.6,1350
50058,6,631.17,19.272,6.424,5.8,1000
50058,7,826.29,11.2,3.753333333,8.111111111,1263.888889
50058,8,819.27,16.85888889,5.622222222,7,1430.555556
50058,9,297.14,9.162,3.056,8.6,515
50058,10,604.27,14.98444444,4.996666667,6.777777778,930.5555556
50058,11,302.92,18.64,6.215,4,1250
50058,12,928.49,16.473,5.493,8.2,1037.5
50060,1,1242.17,15.7115,5.246,4.5,1225
50060,2,1152.57,18.12916667,6.065,6.916666667,1270.833333
50060,3,1162.02,15.54411765,5.231176471,5.882352941,1220.588235
50060,4,772.65,13.93111111,4.673333333,7.333333333,1194.444444
50060,5,444.6,12.1125,4.08,8.5,1250
50060,6,553.35,18.4975,6.1675,4.75,1125
50060,7,341.51,12.22,4.093333333,4,972.2222222
50060,8,720.57,16.38909091,5.464545455,5.090909091,1204.545455
50060,9,816.75,14.66090909,4.888181818,4.727272727,1022.727273
50060,10,313.07,17.396,5.8,6.2,1550
50060,11,1955.57,17.584,5.863333333,9.6,1016.666667
50060,12,793.59,15.91555556,5.306666667,5.777777778,972.2222222
50061,1,129.24,10.77,3.59,12,1000
50061,3,232.32,9.68,3.23,24,750
50061,6,677.16,18.81,6.27,36,750
50061,8,165.12,13.76,4.59,12,750
50061,11,556.8,4.64,1.55,120,750
50061,12,818.4,13.64,4.55,60,750
50069,1,1135.25,12.18071429,4.062142857,6.714285714,989.2857143
50069,2,813.04,13.39833333,4.500833333,5.916666667,1175
50069,3,1489.18,12.03086957,4.012608696,5.434782609,843.4782609
50069,4,183.03,7.7625,2.59,14.5,481.25
50069,5,233.5,8.4775,2.8275,6,812.5
50069,6,1339.28,18.544,6.228,6.533333333,1190
50069,7,960.17,13.60307692,4.574615385,5.923076923,1230.769231
50069,8,874.53,12.36916667,4.125,6.333333333,822.9166667
50069,9,483.33,9.382222222,3.13,6.111111111,791.6666667
50069,10,336.75,10.04333333,3.393333333,4.333333333,680.5555556
50069,11,223.34,9.19,3.065,9.5,468.75
50069,12,1638.34,16.03769231,5.366153846,10.46153846,990.3846154
50071,1,397.68,11.04666667,3.756666667,12,1083.333333
50071,2,519.12,11.80333333,3.936666667,16,750
50071,6,327.6,9.525,3.175,18,1062.5
50071,7,188.88,15.74,5.25,12,750
50071,10,94.2,7.85,2.62,12,750
50071,11,106.38,4.815,1.605,15,587.5
50071,12,377.76,15.74,5.25,24,750
50072,1,67.5,22.5,7.5,3,750
50072,2,834.33,14.38666667,4.797777778,7.333333333,819.4444444
50072,3,485.46,11.262,3.756,9,800
50072,5,62.85,6.55,2.185,4.5,562.5
50072,6,460.74,17.08666667,5.696666667,11,1416.666667
50072,7,15.75,5.25,1.75,3,375
50072,8,321.84,13.1275,4.3775,6.75,656.25
50072,9,272.73,10.965,3.6575,9,562.5
50072,10,82.62,6.885,2.405,6,562.5
50072,11,162,27,9,6,1750
50072,12,344.25,7.45,2.484,7.8,650
50075,1,430.08,9.323333333,3.11,7,625
50075,2,1446.24,11.5125,3.895625,8,1007.8125
50075,3,1257.77,11.74533333,3.916666667,7.4,833.3333333
50075,4,75.06,12.51,4.57,6,1750
50075,5,334.3,9.94,3.315,5.666666667,725
50075,6,847.13,12.471,4.239,6.3,980
50075,7,871.19,14.93428571,5.015714286,8,782.1428571
50075,8,631.38,11.04,3.682222222,6.777777778,872.2222222
50075,9,218.25,10.84666667,3.616666667,6.333333333,1000
50075,10,401.96,13.942,4.648,5.2,850
50075,11,376.95,9.05125,3.01875,5,578.125
50075,12,522.35,10.255,3.461666667,8.166666667,812.5
50076,1,58.5,9.75,3.25,6,750
50076,2,652.56,10.79666667,3.641666667,14,791.6666667
50076,3,396.24,13.81,4.605,7.5,1250
50076,5,162,27,9,6,1750
50076,6,534.72,7.53,2.5125,21,718.75
50076,8,121.44,5.06,1.69,24,750
50076,9,368.4,10.375,3.46,18,1375
50076,12,914.16,15.84666667,5.283333333,20,1291.666667
50107,1,474.84,15.93,5.3125,10,750
50107,2,670.58,16.47333333,5.576666667,14.33333333,1083.333333
50107,3,849.06,11.0875,3.69625,10.75,828.125
50107,4,129.6,2.7,0.9,48,375
50107,5,112.05,6.075,2.025,14.5,562.5
50107,7,597.42,15.13,5.13,18,1083.333333
50107,8,280.92,9.22,3.075,18,750
50107,9,84,21,7,4,375
50107,11,698.72,17.2275,5.745,11.5,1000
50109,1,429.02,11.04,3.68125,5.5,781.25
50109,2,630.45,15.515,5.17375,9,703.125
50109,3,1362.7,8.824375,2.94375,9.3125,690.625
50109,4,219.18,12.41,4.136666667,6,750
50109,5,649.28,11.328,3.778,11,675
50109,6,408.18,12.66,4.221666667,5.5,854.1666667
50109,7,352,9.352,3.12,8.2,800
50109,8,151.44,6.28,2.095,14,562.5
50109,9,199.8,12.6,4.2,7,958.3333333
50109,10,215.64,6.455,2.155,18,750
50109,11,150.15,8.296666667,2.766666667,7,750
50109,12,51.72,17.24,5.75,3,750
50111,1,13908.28,14.34165775,4.788609626,5.823529412,937.1657754
50111,2,13953.68,14.70693252,4.923312883,6.63190184,953.5276074
50111,3,17749.01,15.57393204,5.207135922,6.36407767,976.3349515
50111,4,5920.73,17.70959459,5.909189189,5.27027027,952.3648649
50111,5,10109.62,15.78103175,5.278650794,5.587301587,977.1825397
50111,6,8499.46,13.9137,4.6594,7.34,893.5
50111,7,8304.55,13.74364583,4.588854167,6.65625,919.7916667
50111,8,9683.76,15.64612613,5.227927928,6.387387387,1059.684685
50111,9,12182.17,14.25236641,4.752442748,6.969465649,982.4427481
50111,10,15166.88,14.8195614,4.955350877,8.561403509,865.5701754
50111,11,8426.9,15.88582418,5.296593407,6.417582418,1102.747253
50111,12,12889.49,17.18525547,5.742846715,5.649635037,1057.846715
50112,1,14391.78,15.33224242,5.114242424,6.36969697,885.7575758
50112,2,14517.27,15.13679144,5.053743316,5.56684492,921.657754
50112,3,12631.57,14.59730159,4.873386243,5,876.4550265
50112,4,9098,13.8453719,4.624297521,5.719008264,909.9173554
50112,5,8093.3,14.86066038,4.974056604,5.773584906,911.7924528
50112,6,5200.28,14.33947368,4.7825,5.960526316,807.5657895
50112,7,8638.39,13.7763964,4.595135135,5.855855856,863.0630631
50112,8,7717.04,14.05106383,4.696702128,6.244680851,901.3297872
50112,9,7693.26,14.16089888,4.721910112,6.483146067,926.4044944
50112,10,9241.47,14.09607843,4.720980392,6.676470588,913.2352941
50112,11,8814.97,15.78505263,5.263473684,6.221052632,932.8947368
50112,12,12103.74,14.27112583,4.763774834,6.231788079,876.8211921
50115,1,1037.94,11.27529412,3.779411765,5.647058824,992.6470588
50115,2,908.24,15.06357143,5.046428571,4.428571429,1035.714286
50115,3,1652.84,13.92111111,4.661111111,6.333333333,1159.722222
50115,4,188.07,13.57333333,4.526666667,5,1500
50115,5,368.51,10.79857143,3.624285714,4.714285714,1178.571429
50115,6,946.91,12.76384615,4.289230769,5.769230769,826.9230769
50115,7,539.65,15.97625,5.3275,3.875,1125
50115,8,679.07,12.79363636,4.266363636,4.818181818,1125
50115,9,423.63,9.358888889,3.121111111,6.222222222,875
50115,10,594,7.638,2.547,10.5,687.5
50115,11,561.26,13.39363636,4.466363636,4.090909091,931.8181818
50115,12,1745.56,12.15944444,4.088888889,7.333333333,881.9444444
50122,1,240,9.452857143,3.151428571,3.857142857,982.1428571
50122,2,761.83,10.768,3.59,6.7,1175
50122,3,249.25,12.90111111,4.302222222,2.666666667,888.8888889
50122,4,75.06,12.51,4.57,6,1750
50122,5,105.97,12.54666667,4.183333333,3,1083.333333
50122,6,312.08,11.635,3.88,3.875,1031.25
50122,7,1069.68,12.665,4.255,11.375,1250
50122,8,547.74,16.70333333,5.57,5.333333333,1250
50122,9,313.45,12.995,4.333333333,3.666666667,1083.333333
50122,10,159,10.58,3.528,3,950
50122,11,492.87,14.37,4.79125,3.75,1000
50122,12,338.15,12.37714286,4.162857143,3.714285714,1035.714286
