Zip,Store,Vendor,Month,Retail,Retail Diff,Sale,Sold,Volume
50244,1,18,1,14.37,4.79222222222,76.6177777778,6.33333333333,619.444444444
50244,1,18,2,14.7241666667,4.93083333333,102.3075,7.75,989.583333333
50244,1,18,3,8.464,2.824,89.56,11.6,990.0
50244,1,18,4,12.7,4.235,74.845,5.5,687.5
50244,1,18,5,9.99,3.3875,87.915,9.0,1250.0
50244,1,18,6,10.225,3.455,75.34,9.5,854.166666667
50244,1,18,7,12.1866666667,4.06333333333,70.24,7.0,613.888888889
50244,1,18,8,10.78,3.595,64.68,6.0,1750.0
50244,1,18,9,8.08666666667,2.69666666667,63.52,8.0,958.333333333
50244,1,18,10,16.9866666667,5.66333333333,91.46,6.0,516.666666667
50244,1,18,11,16.3375,5.4475,118.23,7.5,937.5
50244,1,18,12,11.135,3.715,50.265,4.5,525.0
50247,2,21,1,11.7882142857,3.93071428571,35.6932142857,3.03571428571,977.678571429
50247,2,21,2,11.5647368421,3.85578947368,19.8963157895,1.57894736842,940.789473684
50247,2,21,3,13.4268965517,4.5175862069,37.5937931034,3.31034482759,918.103448276
50247,2,21,4,7.592,2.532,7.592,1.0,565.0
50247,2,21,5,11.37625,3.79375,34.96125,2.875,645.3125
50247,2,21,6,7.286,2.43,26.154,4.0,1000.0
50247,2,21,7,10.6535714286,3.56428571429,20.1964285714,2.07142857143,785.714285714
50247,2,21,8,12.3025,4.1425,34.4975,2.75,1406.25
50247,2,21,9,11.1658823529,3.72294117647,34.7470588235,3.23529411765,732.352941176
50247,2,21,10,13.0369230769,4.36692307692,52.9569230769,3.61538461538,971.153846154
50247,2,21,11,12.485,4.165,42.7275,5.25,1250.0
50247,2,21,12,11.53,3.845,44.7875,3.8125,953.125
50248,5,24,1,11.7140909091,3.91022727273,87.8006818182,7.75,1017.61363636
50248,5,24,2,10.9062857143,3.67457142857,76.0554285714,7.11428571429,930.714285714
50248,5,24,3,11.5517948718,3.85256410256,76.5815384615,6.76923076923,766.666666667
50248,5,24,4,10.8269565217,3.62826086957,90.3460869565,8.13043478261,845.652173913
50248,5,24,5,12.7736363636,4.25909090909,70.0472727273,5.63636363636,1045.45454545
50248,5,24,6,10.3755555556,3.4662962963,82.0266666667,8.2962962963,813.888888889
50248,5,24,7,12.1852941176,4.10764705882,67.8864705882,5.35294117647,1007.35294118
50248,5,24,8,11.5796296296,3.87037037037,85.772962963,8.51851851852,787.037037037
50248,5,24,9,10.3886111111,3.47333333333,76.9019444444,8.19444444444,822.222222222
50248,5,24,10,11.8218181818,3.94181818182,75.3659090909,6.90909090909,862.5
50248,5,24,11,11.5496296296,3.85777777778,88.5507407407,7.44444444444,879.62962963
50248,5,24,12,10.4688,3.4908,88.6512,8.72,675.0
50249,1,20,1,22.1566666667,7.38666666667,80.9733333333,4.0,1166.66666667
50249,1,20,2,14.875,4.976,82.462,6.8,1125.0
50249,1,20,3,17.5633333333,5.85583333333,86.5925,5.16666666667,1250.0
50249,1,20,4,9.862,3.338,30.016,3.2,1000.0
50249,1,20,5,22.915,7.64,48.495,2.5,775.0
50249,1,20,6,21.8644444444,7.36333333333,96.0622222222,6.0,1277.77777778
50249,1,20,7,18.703,6.236,81.844,5.0,925.0
50249,1,20,8,17.0825,5.695,54.245,3.0,1000.0
50249,1,20,9,13.948,4.65,69.022,5.8,1150.0
50249,1,20,10,13.402,4.47,49.54,4.2,900.0
50249,1,20,11,18.188,6.064,56.324,3.2,900.0
50249,1,20,12,17.6022222222,5.86888888889,36.4733333333,2.44444444444,888.888888889
50250,2,23,1,12.3111111111,4.10527777778,82.2577777778,7.44444444444,902.777777778
50250,2,23,2,12.3653333333,4.13966666667,96.582,9.36666666667,991.666666667
50250,2,23,3,13.9068421053,4.65052631579,74.6378947368,6.36842105263,1032.89473684
50250,2,23,4,10.943,3.658,64.394,7.0,775.0
50250,2,23,5,13.1025,4.4,100.94125,7.75,1250.0
50250,2,23,6,14.263,4.75533333333,99.9096666667,8.76666666667,882.5
50250,2,23,7,12.1977777778,4.06722222222,112.319444444,9.33333333333,1040.27777778
50250,2,23,8,14.0428,4.6828,91.128,7.0,1000.0
50250,2,23,9,12.6564,4.22,57.3008,4.56,1070.0
50250,2,23,10,10.3754545455,3.56272727273,55.9481818182,5.45454545455,1193.18181818
50250,2,23,11,11.676,3.8936,92.0608,9.2,952.0
50250,2,23,12,14.7514285714,4.93047619048,61.5423809524,5.42857142857,1052.38095238
50251,1,8,1,11.43,3.81333333333,197.96,22.0,625.0
50251,1,8,2,5.07,1.69,60.84,12.0,750.0
50251,1,8,5,12.15,4.05,194.4,15.0,1250.0
50251,1,8,7,10.43,3.48,172.26,18.0,750.0
50251,1,8,8,10.6166666667,3.54,138.2,16.0,958.333333333
50261,1,8,1,11.87,3.96,190.44,18.0,562.5
50261,1,8,2,16.1,5.37,142.14,15.0,750.0
50261,1,8,3,13.24,4.415,79.44,6.0,1750.0
50261,1,8,6,11.4133333333,3.80666666667,157.2,16.0,1083.33333333
50261,1,8,8,7.545,2.515,106.74,18.0,562.5
50261,1,8,9,10.8,3.6,194.4,18.0,1750.0
50261,1,8,11,6.25,2.085,138.0,33.0,975.0
50261,1,8,12,1.7,0.57,81.6,48.0,200.0
50263,5,51,1,14.7568,4.92626666667,110.162066667,9.62666666667,920.5
50263,5,51,2,16.5678534031,5.54465968586,137.313036649,8.52356020942,961.780104712
50263,5,51,3,14.504047619,4.84252380952,123.386142857,8.42857142857,906.785714286
50263,5,51,4,15.5687209302,5.20034883721,119.858953488,8.23255813953,863.662790698
50263,5,51,5,13.5824242424,4.56494949495,191.850707071,12.3333333333,923.737373737
50263,5,51,6,14.298,4.78472,132.13152,8.816,866.8
50263,5,51,7,13.6178947368,4.55936842105,102.936105263,8.09473684211,887.894736842
50263,5,51,8,12.8359756098,4.29402439024,98.087195122,10.6951219512,778.353658537
50263,5,51,9,16.808556701,5.61041237113,153.113402062,13.5979381443,959.536082474
50263,5,51,10,17.3091428571,5.80871428571,171.124,9.67142857143,933.928571429
50263,5,51,11,15.6917948718,5.24038461538,136.199102564,8.96153846154,913.782051282
50263,5,51,12,15.8499115044,5.29265486726,238.650530973,13.0,929.424778761
50265,15,65,1,15.388,5.14135238095,116.17712381,8.31047619048,882.619047619
50265,15,65,2,15.4684427767,5.1630206379,119.872476548,8.30018761726,834.803001876
50265,15,65,3,15.5031164384,5.17320205479,125.928732877,8.44178082192,864.426369863
50265,15,65,4,16.2700869565,5.4317826087,91.5760869565,7.13913043478,890.543478261
50265,15,65,5,15.7743726236,5.27562737643,106.133346008,7.55513307985,860.171102662
50265,15,65,6,14.2485260116,4.7688150289,132.998468208,9.89884393064,868.13583815
50265,15,65,7,14.4646645367,4.83118210863,89.4932587859,7.26198083067,842.571884984
50265,15,65,8,14.891516035,4.97303206997,115.831457726,8.8221574344,856.486880466
50265,15,65,9,14.6737288136,4.89511864407,124.077457627,9.13559322034,870.93220339
50265,15,65,10,14.4594871795,4.8358974359,117.186520147,8.18315018315,884.798534799
50265,15,65,11,15.6518125,5.2238125,118.186875,8.34375,832.421875
50265,15,65,12,17.1826979472,5.74126099707,119.582991202,8.17595307918,868.695014663
50266,16,52,2,16.0337900875,5.35142857143,208.213323615,12.1341107872,897.303206997
50266,16,52,3,16.4029820051,5.47318766067,249.416966581,12.9922879177,916.516709512
50266,16,52,4,16.587755102,5.53578231293,228.686462585,12.3945578231,911.56462585
50266,16,52,6,16.2520216606,5.43963898917,166.946498195,10.761732852,895.216606498
50266,16,52,7,15.3549101796,5.13203592814,134.375209581,10.2215568862,935.329341317
50266,16,52,8,15.1455837563,5.06055837563,205.501624365,12.5685279188,934.517766497
50266,16,52,11,15.4356398104,5.14744075829,196.146398104,11.5355450237,915.876777251
50266,16,52,12,17.8980740741,5.98807407407,201.731888889,9.78148148148,907.685185185
50273,5,43,1,13.8145,4.611875,77.64175,6.8375,987.5
50273,5,43,2,13.8762222222,4.63944444444,203.040111111,14.2777777778,874.722222222
50273,5,43,3,14.5985314685,4.8786013986,139.094055944,12.1888111888,996.328671329
50273,5,43,4,14.7793617021,4.93872340426,90.7106382979,6.65957446809,1049.46808511
50273,5,43,5,15.3475,5.14825,70.92775,5.0,938.125
50273,5,43,6,15.0937254902,4.98921568627,87.572745098,6.09803921569,938.725490196
50273,5,43,7,15.920862069,5.33879310345,101.576896552,7.43103448276,1028.01724138
50273,5,43,8,14.4295348837,4.81093023256,81.9930232558,6.32558139535,866.279069767
50273,5,43,9,11.9895833333,3.998125,82.114375,8.02083333333,878.645833333
50273,5,43,10,14.9134042553,5.02021276596,86.0953191489,6.12765957447,970.212765957
50273,5,43,11,13.1659090909,4.40863636364,148.169545455,10.6136363636,891.477272727
50273,5,43,12,16.1327472527,5.39384615385,90.4667032967,8.21978021978,987.912087912
50276,1,12,1,12.0633333333,4.02333333333,103.74,8.0,1416.66666667
50276,1,12,2,11.095,3.825,88.35,9.0,1250.0
50276,1,12,3,11.20875,3.7375,94.30875,7.5,781.25
50276,1,12,4,8.53,2.845,102.36,12.0,750.0
50276,1,12,5,9.45,3.15,28.35,3.0,750.0
50276,1,12,6,12.38,4.13,148.56,12.0,750.0
50276,1,12,7,8.02333333333,2.67666666667,96.28,12.0,750.0
50276,1,12,8,10.13,3.38,121.56,12.0,750.0
50276,1,12,10,9.01,3.005,80.145,9.0,1000.0
50276,1,12,11,11.935,3.98,86.79,9.0,750.0
50276,1,12,12,13.74,4.6725,92.025,7.875,953.125
50300,2,23,1,14.4823529412,4.83215686275,122.401568627,9.37254901961,1095.58823529
50300,2,23,2,16.0706896552,5.36534482759,95.4106896552,7.44827586207,1006.89655172
50300,2,23,3,13.3311627907,4.47953488372,82.5127906977,8.0,903.488372093
50309,4,26,1,12.2932653061,4.09979591837,119.218571429,18.1020408163,749.489795918
50309,4,26,2,10.9706557377,3.6706557377,80.6363934426,11.606557377,727.868852459
50309,4,26,3,11.8907462687,3.96791044776,104.34358209,16.8955223881,724.626865672
50309,4,26,4,10.52,3.50888888889,88.8666666667,11.7222222222,783.333333333
50309,4,26,5,12.9272,4.3112,100.7188,16.4,687.0
50309,4,26,6,12.97,4.32545454545,108.198484848,14.8181818182,808.333333333
50309,4,26,7,14.8293103448,4.95310344828,112.921724138,15.5517241379,915.517241379
50309,4,26,8,10.5426666667,3.51666666667,87.582,13.8666666667,818.333333333
50309,4,26,9,13.5005882353,4.50117647059,87.3382352941,15.6470588235,795.588235294
50309,4,26,10,14.82625,4.94416666667,88.685,12.0833333333,1069.79166667
50309,4,26,11,12.9657692308,4.32384615385,120.117307692,19.2307692308,599.153846154
50309,4,26,12,10.4427272727,3.49515151515,116.225151515,29.0,704.545454545
50310,8,45,1,12.7029830508,4.24511864407,93.2863389831,8.79322033898,858.389830508
50310,8,45,2,13.1496812749,4.38976095618,103.664780876,10.3466135458,935.657370518
50310,8,45,3,13.1668181818,4.39347402597,98.9260714286,11.1168831169,859.821428571
50310,8,45,4,12.4578488372,4.16261627907,92.2743023256,10.0523255814,880.959302326
50310,8,45,5,12.7408955224,4.26798507463,93.8020895522,10.1492537313,938.432835821
50310,8,45,6,13.0720338983,4.38169491525,110.74220339,12.4463276836,874.293785311
50310,8,45,7,13.5745138889,4.52791666667,99.9991666667,10.0833333333,878.472222222
50310,8,45,8,12.8960431655,4.3018705036,99.9505035971,12.6258992806,875.71942446
50310,8,45,9,12.7377777778,4.24901234568,106.570740741,10.1234567901,966.820987654
50310,8,45,10,13.010955414,4.36012738854,136.768216561,14.5286624204,918.949044586
50310,8,45,11,13.1663235294,4.39764705882,97.4252941176,9.47794117647,910.477941176
50310,8,45,12,14.432967033,4.82587912088,127.33032967,11.4615384615,849.587912088
50311,7,58,1,15.6067297297,5.20837837838,175.969405405,11.7702702703,937.22972973
50311,7,58,2,16.0833333333,5.37706018519,186.230601852,14.2337962963,909.606481481
50311,7,58,3,15.3300214592,5.11480686695,188.116652361,15.0150214592,908.798283262
50311,7,58,4,14.7306302521,4.92138655462,150.477941176,11.6512605042,881.512605042
50311,7,58,7,15.4226022305,5.15029739777,167.747806691,11.3271375465,928.717472119
50311,7,58,8,15.0977934272,5.03910798122,121.043239437,9.93896713615,966.549295775
50311,7,58,9,15.2591469194,5.09075829384,152.132274882,11.0047393365,988.744075829
50311,7,58,11,15.8540487805,5.29414634146,248.602195122,14.6780487805,904.648780488
50311,7,58,12,16.528013245,5.51774834437,155.499437086,10.2185430464,882.119205298
50312,5,54,1,17.6596899225,5.89069767442,121.266976744,7.7519379845,839.728682171
50312,5,54,2,18.7895,6.27383333333,158.916916667,9.40833333333,901.458333333
50312,5,54,3,24.3335338346,8.11278195489,153.017067669,7.48120300752,856.390977444
50312,5,54,4,16.6904587156,5.57036697248,175.890275229,13.6788990826,911.009174312
50312,5,54,5,24.8247619048,8.27634920635,155.877301587,7.92063492063,905.952380952
50312,5,54,6,19.9467032967,6.66967032967,140.959120879,8.45054945055,893.956043956
50312,5,54,7,16.4697087379,5.50048543689,113.997087379,9.55339805825,874.029126214
50312,5,54,8,18.858902439,6.30536585366,96.3987804878,7.15853658537,819.817073171
50312,5,54,9,20.3328571429,6.77908163265,129.840204082,8.11224489796,1021.68367347
50312,5,54,10,19.1291358025,6.38864197531,138.54,9.16049382716,884.567901235
50312,5,54,11,16.0212676056,5.3538028169,115.631549296,9.47887323944,761.971830986
50312,5,54,12,21.0330508475,7.0213559322,182.028813559,11.0,833.262711864
50313,9,25,1,12.2535294118,4.0862745098,82.9859803922,9.07843137255,803.18627451
50313,9,25,2,11.2489285714,3.75910714286,81.2907142857,8.86607142857,705.803571429
50313,9,25,3,12.3539285714,4.124375,77.3130357143,9.0625,845.089285714
50313,9,25,4,11.4912195122,3.85024390244,72.4548780488,7.87804878049,947.56097561
50313,9,25,5,12.092,4.04454545455,95.9409090909,9.87272727273,763.636363636
50313,9,25,6,11.7425,3.91916666667,99.39375,10.2708333333,752.083333333
50313,9,25,7,11.0631884058,3.69536231884,131.837246377,14.231884058,655.072463768
50313,9,25,8,11.3181944444,3.77888888889,69.57625,8.08333333333,699.305555556
50313,9,25,9,13.0815686275,4.36215686275,81.7896078431,9.76470588235,744.117647059
50313,9,25,10,12.693030303,4.24621212121,73.865,8.48484848485,764.393939394
50313,9,25,11,12.7055357143,4.23642857143,107.228928571,11.0357142857,800.892857143
50313,9,25,12,13.1355172414,4.3925862069,79.19,9.37931034483,734.482758621
50314,6,72,4,16.562311828,5.53077956989,248.042096774,18.5295698925,813.575268817
50315,11,46,1,13.1436760925,4.38722365039,93.0860411311,9.43444730077,846.015424165
50315,11,46,2,12.9203282828,4.31434343434,88.1718939394,9.0303030303,829.671717172
50315,11,46,3,13.2675,4.42921296296,91.6728472222,9.94212962963,812.962962963
50315,11,46,4,12.5759375,4.19767857143,162.9384375,13.2723214286,818.191964286
50315,11,46,5,13.2,4.41086092715,116.561456954,10.4304635762,831.456953642
50315,11,46,6,12.5774603175,4.20439153439,104.695026455,11.5079365079,838.492063492
50315,11,46,7,11.8513300493,3.96857142857,108.923300493,11.6699507389,790.270935961
50315,11,46,8,12.1668627451,4.05985294118,106.058823529,10.1176470588,817.647058824
50315,11,46,9,13.2309359606,4.41610837438,90.0317241379,9.31527093596,828.325123153
50315,11,46,10,12.5545945946,4.1990990991,158.051531532,14.0855855856,753.378378378
50315,11,46,11,13.0469626168,4.35112149533,138.354345794,12.7009345794,822.313084112
50315,11,46,12,13.1444117647,4.39238970588,94.9321691176,9.51470588235,773.988970588
50316,7,35,1,13.9211627907,4.64178294574,103.801860465,11.496124031,888.178294574
50316,7,35,2,12.8303571429,4.28785714286,108.816642857,12.1357142857,782.321428571
50316,7,35,3,13.458852459,4.48896174863,125.310601093,15.3825136612,696.721311475
50316,7,35,4,13.4579591837,4.48897959184,188.247244898,21.7755102041,721.93877551
50316,7,35,5,15.168,5.06225,94.9215,9.975,831.25
50316,7,35,6,13.5217272727,4.51081818182,121.579727273,15.6363636364,807.954545455
50316,7,35,7,14.3142857143,4.77257142857,135.312571429,13.1714285714,830.357142857
50316,7,35,8,12.4580392157,4.16039215686,128.013529412,19.3823529412,711.519607843
50316,7,35,9,13.8632673267,4.62534653465,123.338415842,12.0198019802,762.376237624
50316,7,35,10,13.14,4.40126436782,118.776091954,14.816091954,772.701149425
50316,7,35,11,17.0660810811,5.6922972973,156.811486486,12.4459459459,769.932432432
50316,7,35,12,15.6501923077,5.22817307692,132.09375,11.3557692308,800.240384615
50317,20,51,1,12.7400375235,4.25354596623,84.3767917448,9.61538461538,800.09380863
50317,20,51,2,13.1478900709,4.3934751773,93.109929078,9.40425531915,819.769503546
50317,20,51,3,13.5257723577,4.51904065041,97.5568780488,9.32845528455,852.886178862
50317,20,51,4,13.2307348243,4.42038338658,90.2507348243,9.17891373802,797.763578275
50317,20,51,5,13.8415073529,4.62150735294,89.3467647059,9.30147058824,864.522058824
50317,20,51,6,13.5316292135,4.52373595506,88.6092134831,8.44943820225,860.042134831
50317,20,51,7,12.9727666667,4.33213333333,96.0989333333,9.22333333333,853.083333333
50317,20,51,8,13.3913622291,4.46962848297,92.2073993808,9.29411764706,848.452012384
50317,20,51,9,13.4875985663,4.4982437276,86.5689964158,8.98924731183,858.333333333
50317,20,51,10,13.6449450549,4.56084249084,146.269450549,12.0659340659,846.794871795
50317,20,51,11,14.6125783972,4.87393728223,110.615783972,10.5365853659,831.010452962
50317,20,51,12,14.3037349398,4.78385542169,118.568554217,11.4548192771,862.123493976
50321,5,49,1,14.0361881188,4.68861386139,91.1632673267,7.9900990099,842.698019802
50321,5,49,2,13.6817674419,4.56906976744,110.15572093,9.08837209302,841.162790698
50321,5,49,3,15.0970614035,5.04057017544,134.995,10.5263157895,886.73245614
50321,5,49,4,16.0246721311,5.3531147541,182.264918033,11.3852459016,938.729508197
50321,5,49,5,12.8043298969,4.28,89.2094845361,7.88659793814,912.113402062
50321,5,49,6,15.6035433071,5.22976377953,196.979606299,13.811023622,941.141732283
50321,5,49,7,15.1264754098,5.04762295082,104.556147541,8.23770491803,962.090163934
50321,5,49,8,15.7306593407,5.25648351648,99.3565934066,7.73626373626,870.879120879
50321,5,49,9,14.8581730769,4.95423076923,117.050096154,8.32692307692,975.721153846
50321,5,49,10,13.8928888889,4.65222222222,249.238148148,16.0814814815,897.037037037
50321,5,49,11,14.7135294118,4.90774509804,101.983529412,7.94117647059,902.696078431
50321,5,49,12,15.5913772455,5.22598802395,128.78251497,8.83832335329,854.341317365
50322,19,52,1,15.3257803468,5.11456647399,103.047369942,8.09826589595,863.222543353
50322,19,52,2,17.6985294118,5.90705882353,124.779,9.19411764706,893.308823529
50322,19,52,3,14.9665063291,4.99534177215,121.575240506,9.15696202532,881.202531646
50322,19,52,4,15.5170285714,5.18262857143,118.957028571,9.32,997.571428571
50322,19,52,5,15.2366666667,5.09412698413,115.172486772,9.53439153439,885.846560847
50322,19,52,6,14.7864705882,4.94705882353,144.256352941,9.96470588235,865.441176471
50322,19,52,7,14.3477130045,4.79228699552,104.731883408,8.46188340807,911.210762332
50322,19,52,8,15.3948666667,5.1404,107.7084,8.26,868.833333333
50322,19,52,9,15.8378609626,5.28160427807,117.583636364,8.74331550802,839.572192513
50322,19,52,11,15.5415425532,5.18563829787,141.292021277,10.1755319149,890.026595745
50322,19,52,12,15.5249820789,5.18189964158,131.649139785,9.39068100358,878.673835125
50323,4,22,1,11.2584210526,3.75421052632,72.8626315789,6.42105263158,768.421052632
50323,4,22,2,13.4740909091,4.52227272727,86.0495454545,8.45454545455,959.090909091
50323,4,22,3,12.1445,4.0605,90.88,8.2,642.5
50323,4,22,4,15.0425,5.015,114.8625,9.0,734.375
50323,4,22,5,9.54444444444,3.21111111111,67.45,7.66666666667,638.888888889
50323,4,22,6,10.5222222222,3.50777777778,60.3555555556,5.55555555556,619.444444444
50323,4,22,7,12.64375,4.2475,113.675,8.25,781.25
50323,4,22,8,11.7461538462,3.91692307692,94.6076923077,9.0,730.769230769
50323,4,22,9,11.80125,3.96875,73.6075,5.75,721.875
50323,4,22,10,13.355,4.45416666667,93.7441666667,6.5,945.833333333
50323,4,22,11,15.326,5.11,55.6195,3.975,1187.5
50323,4,22,12,14.8585714286,4.95428571429,91.0878571429,7.71428571429,955.357142857
50324,1,18,1,10.8764,3.6272,62.3104,9.68,636.0
50324,1,18,2,7.839,2.614,58.824,9.75,557.5
50324,1,18,3,10.6451851852,3.54925925926,44.3685185185,7.85185185185,558.333333333
50324,1,18,4,11.0058333333,3.67,54.7758333333,7.41666666667,714.583333333
50324,1,18,5,6.13142857143,2.04571428571,30.1528571429,5.71428571429,300.0
50324,1,18,6,6.95666666667,2.32055555556,48.0,8.22222222222,422.222222222
50324,1,18,7,7.15153846154,2.38538461538,66.0830769231,11.4615384615,409.615384615
50324,1,18,8,5.86230769231,1.95615384615,57.94,12.0,300.0
50324,1,18,9,6.41,2.13833333333,26.3125,4.66666666667,387.5
50324,1,18,10,7.15375,2.38625,53.2925,11.875,371.875
50324,1,18,11,7.695,2.56666666667,75.3283333333,12.1666666667,341.666666667
50324,1,18,12,8.26142857143,2.75523809524,62.3876190476,7.52380952381,503.571428571
50325,9,33,1,13.8736458333,4.63302083333,98.1452083333,7.85416666667,903.125
50325,9,33,2,14.1566393443,4.72770491803,100.830163934,9.14754098361,842.008196721
50325,9,33,3,14.4552136752,4.83752136752,107.720854701,9.17948717949,885.683760684
50325,9,33,4,14.2938461538,4.78217948718,107.873846154,8.84615384615,921.794871795
50325,9,33,5,12.86,4.30634920635,99.2011111111,8.77777777778,830.952380952
50325,9,33,6,13.4818987342,4.50253164557,95.1548101266,7.98734177215,961.392405063
50325,9,33,7,13.4201818182,4.49018181818,88.5336363636,7.83636363636,859.545454545
50325,9,33,8,12.4028571429,4.13571428571,91.0655357143,10.8392857143,862.946428571
50325,9,33,9,16.0743137255,5.36509803922,123.729607843,9.94117647059,895.588235294
50325,9,33,10,13.7082758621,4.57672413793,98.6822413793,7.98275862069,835.344827586
50325,9,33,11,15.0343137255,5.02941176471,95.118627451,8.17647058824,940.196078431
50325,9,33,12,14.4758064516,4.83688172043,104.250215054,9.03225806452,844.892473118
50327,1,24,1,20.399375,6.80125,136.28375,8.5,1106.25
50327,1,24,2,14.6484615385,4.91461538462,224.333076923,16.5384615385,911.538461538
50327,1,24,3,16.4607142857,5.53571428571,187.505714286,10.9285714286,1125.0
50327,1,24,5,10.35,3.45,31.05,3.0,750.0
50327,1,24,6,16.066875,5.450625,160.635,10.0625,940.625
50327,1,24,8,13.7125,4.57166666667,74.9708333333,7.41666666667,891.666666667
50327,1,24,9,13.66625,4.5575,99.66875,7.875,1112.5
50327,1,24,10,20.4018181818,6.83727272727,85.0909090909,6.09090909091,1236.36363636
50327,1,24,11,14.5542857143,4.85285714286,98.8028571429,9.0,857.142857143
50401,14,56,1,14.6130980392,4.88482352941,94.8416862745,7.51176470588,1002.20588235
50401,14,56,2,14.3677564103,4.80222222222,129.522008547,10.7222222222,955.662393162
50401,14,56,3,15.0347750865,5.02020761246,97.4016782007,7.50519031142,964.316608997
50401,14,56,4,14.3346153846,4.78831360947,127.845591716,9.03550295858,961.76035503
50401,14,56,5,14.5244486692,4.84650190114,114.922129278,8.88212927757,1009.69581749
50401,14,56,6,16.6234693878,5.56195918367,108.09,8.88979591837,1050.71428571
50401,14,56,7,15.3037792642,5.10391304348,122.304247492,13.72909699,1010.28428094
50401,14,56,8,15.2534241245,5.09206225681,109.567626459,10.3229571984,971.595330739
50401,14,56,9,13.8882061069,4.63370229008,104.12019084,8.71374045802,932.824427481
50401,14,56,10,14.6231756757,4.9060472973,132.485945946,9.31756756757,990.456081081
50401,14,56,11,14.8022393822,4.93633204633,110.003166023,8.8416988417,1004.05405405
50401,14,56,12,14.8543990385,4.95966346154,133.091706731,10.6706730769,900.0
50421,3,22,1,15.0596875,5.0265625,86.48125,6.78125,1156.25
50421,3,22,2,14.4692,4.8424,96.4682,7.24,1134.5
50421,3,22,3,14.8204081633,4.94836734694,103.68877551,8.10204081633,1107.14285714
50421,3,22,4,13.6827272727,4.56272727273,144.02,10.5454545455,1363.63636364
50421,3,22,5,12.4655,4.157,101.468,9.55,1100.0
50421,3,22,6,13.34375,4.4625,108.43375,9.28125,1148.4375
50421,3,22,7,14.898,4.97933333333,114.342666667,8.43333333333,1066.66666667
50421,3,22,8,15.398125,5.134375,90.28375,6.5,1109.375
50421,3,22,9,18.0972727273,6.03409090909,95.9563636364,7.72727272727,1153.40909091
50421,3,22,10,16.7877272727,5.63636363636,115.290909091,9.18181818182,1250.0
50421,3,22,11,17.3635294118,5.79941176471,97.1594117647,6.82352941176,1213.23529412
50421,3,22,12,14.7554545455,4.94484848485,99.0672727273,7.69696969697,1204.54545455
50423,2,18,1,14.2015789474,4.75315789474,89.7431578947,7.26315789474,1250.0
50423,2,18,2,12.4473913043,4.17173913043,80.0360869565,7.0,1184.7826087
50423,2,18,3,12.7804347826,4.26913043478,96.6786956522,8.78260869565,1059.7826087
50423,2,18,4,10.4533333333,3.48583333333,97.3808333333,11.25,854.166666667
50423,2,18,5,14.669,4.891,89.055,6.6,1400.0
50423,2,18,6,16.03,5.344,74.892,6.8,1125.0
50423,2,18,7,15.28,5.09454545455,82.8018181818,6.27272727273,1159.09090909
50423,2,18,8,10.727,3.577,77.136,8.9,1162.5
50423,2,18,9,12.598,4.201,94.954,8.0,1425.0
50423,2,18,10,16.022,5.556,118.806,8.6,1600.0
50423,2,18,11,14.799,4.935,101.143,6.8,1200.0
50423,2,18,12,14.8657894737,5.02526315789,100.066842105,7.47368421053,1171.05263158
50424,2,21,1,14.15875,4.7625,59.149375,4.4375,1140.625
50424,2,21,2,11.664,3.939,42.912,3.7,995.0
50424,2,21,3,13.02,4.34205882353,47.7611764706,4.41176470588,822.058823529
50424,2,21,4,30.09625,10.03375,80.955,4.375,906.25
50424,2,21,5,13.0015384615,4.34846153846,58.94,4.46153846154,1053.84615385
50424,2,21,6,12.966,4.34,39.064,3.2,690.0
50424,2,21,7,11.0044444444,3.69777777778,69.7044444444,6.88888888889,800.0
50424,2,21,8,12.22,4.1025,41.1975,3.125,1156.25
50424,2,21,9,13.0466666667,4.35,64.5266666667,5.26666666667,966.666666667
50424,2,21,10,13.581,4.635,56.516,3.8,1237.5
50424,2,21,11,10.3183333333,3.44166666667,42.7266666667,6.66666666667,641.666666667
50424,2,21,12,14.7423529412,4.91588235294,77.48,6.35294117647,1000.0
50428,4,44,1,14.8266523605,4.94982832618,100.146351931,7.31759656652,982.188841202
50428,4,44,2,16.4257657658,5.4940990991,101.984369369,7.3018018018,1021.73423423
50428,4,44,3,15.4430522088,5.15674698795,91.8255823293,6.57831325301,1008.03212851
50428,4,44,4,16.1725,5.40361842105,94.0251973684,6.41447368421,1016.94078947
50428,4,44,5,14.4142748092,4.82022900763,96.6954198473,7.3358778626,1044.65648855
50428,4,44,6,17.0796385542,5.70975903614,89.6985542169,6.3313253012,1043.52409639
50428,4,44,7,16.3718285714,5.47131428571,108.345028571,7.16,954.0
50428,4,44,8,16.7765492958,5.60098591549,150.436197183,10.3521126761,1096.47887324
50428,4,44,9,16.8688135593,5.6243220339,102.901186441,6.83050847458,1011.65254237
50428,4,44,10,14.9763768116,5.01326086957,106.634275362,8.02173913043,1075.0
50428,4,44,11,17.0936082474,5.70278350515,71.76,4.65979381443,1046.39175258
50428,4,44,12,17.4436931818,5.83375,97.0119886364,6.52272727273,984.659090909
50430,1,13,1,7.85,2.62,94.2,12.0,750.0
50430,1,13,2,11.7066666667,3.90333333333,92.62,8.0,1291.66666667
50430,1,13,3,14.8933333333,4.96666666667,89.36,6.0,1083.33333333
50430,1,13,4,17.585,5.865,152.55,9.0,1750.0
